"Case ID","Case","Configurations","Created at","Created by","Description","Description","Estimate","Expected","Folder","Forecast","Issues","Priority","State","Status (latest)","Status date","Steps (Expected)","Steps (Step)","Tags","Template","Updated at","Updated by"
"9959","Verify that,  Guarantorid and Guarantorname captured in the UnifiedPayments.PaymentInformation  table when payment is made through the Eaglesoft Payment client via Remote Payment","","2024-10-17T21:58:56.470Z","Radhika Kandoori","","","","","PAY-657-Capture Guarantor Info (Eaglesoft)","","PAY-657","Normal","Active","Passed","2024-10-18T22:17:42.771Z","","","","Case (text)","2024-10-17T22:04:48.857Z","Radhika Kandoori"
"9960","Verify that,  Guarantorid and Guarantorname captured in the UnifiedPayments.PaymentInformation  table when payment is made through the Eaglesoft Payment client via remote payment Apple Pay","","2024-10-17T21:59:57.181Z","Radhika Kandoori","","","","","PAY-657-Capture Guarantor Info (Eaglesoft)","","PAY-657","Normal","Active","Passed","2024-10-18T22:17:42.771Z","","","","Case (text)","2024-10-17T22:04:48.857Z","Radhika Kandoori"
"9961","Verify that,  Guarantorid and Guarantorname captured in the UnifiedPayments.PaymentInformation  table when payment is made through the Eaglesoft Payment client through Remot Payment GPay","","2024-10-17T22:00:21.840Z","Radhika Kandoori","","","","","PAY-657-Capture Guarantor Info (Eaglesoft)","","PAY-657","Normal","Active","Passed","2024-10-18T22:17:42.771Z","","","","Case (text)","2024-10-17T22:04:48.857Z","Radhika Kandoori"
"9962","Verify that,  Guarantorid and Guarantorname captured in the UnifiedPayments.PaymentInformation  table when payment is made through the Eaglesoft Payment client via Remote Payment through SMS","","2024-10-17T22:01:55.803Z","Radhika Kandoori","","","","","PAY-657-Capture Guarantor Info (Eaglesoft)","","PAY-657","Normal","Active","Passed","2024-10-18T22:17:42.771Z","","","","Case (text)","2024-10-17T22:04:48.857Z","Radhika Kandoori"
"9963","Verify that, the log file reflect the correct Guarantor ID and Guarantor Name.","","2024-10-17T22:02:56.360Z","Radhika Kandoori","<p>Check log ifile on C:\Users\uditnarula\AppData\Local\Patterson.CarePayPlus file</p>","","","","PAY-657-Capture Guarantor Info (Eaglesoft)","","PAY-657","Normal","Active","Passed","2024-10-18T22:17:42.771Z","","","","Case (text)","2024-10-18T22:18:26.852Z","Radhika Kandoori"
"9964","Verify that, Payments tab in the Provider Portal displays Guarantorid and Guarantor name for each relevant payment","","2024-10-17T22:04:30.119Z","Radhika Kandoori","","","","","PAY-657-Capture Guarantor Info (Eaglesoft)","","PAY-657","Normal","Active","Passed","2024-10-18T22:17:42.771Z","","","","Case (text)","2024-10-17T22:04:48.857Z","Radhika Kandoori"
"12517","Validate POST Create-initial-123","","2024-10-23T16:14:31.711Z","Ana Paula","<p>Provide an API to view the transaction limit for a merchant in real-time.<br /><br /><strong>Preconditions:</strong></p><ul><li>Stage URL Environment</li><li>Authorization Bearer {{Payments-Bearer-Token}}</li><li>Change submerchant ID name within the json to create a new one</li></ul><p><strong>API Endpoint:</strong><br />POST <code>/provisioning/create-sub-merchant</code></p>","","","<p><strong>Expected Response:</strong></p><ul><li><strong>Status Code:</strong> 200 Created</li><li><strong>Response Body:</strong></li></ul><p>json</p><p><code>{   }</code></p>","PAY-604-API for Managing Merchant Transaction Limits","","PAY-604","Normal","Active","Passed","2024-10-25T22:07:44.314Z","<ul><li>Case 1: 200</li><li>Case 2: 132</li><li>Case 3: 360</li><li>Case 4: 523</li></ul>
<p>For each test case, send a POST request to the API endpoint with the max amount limit key-value is visible </p>
<p>Check that the response status code is <code>200 OK</code> for each test case.</p>","<p>Preparing Input Data</p>
<p>Send API  Requests</p>
<p>Verify the response status </p>
<p>Validate the response body contains expected max amount limit key value details</p>","","Case (text)","2024-10-25T22:06:58.372Z","Radhika Kandoori"
"12518","Validate GET Read-123","","2024-10-23T16:14:58.747Z","Ana Paula","<p>Provide an API to read the transaction limit for a merchant in real-time.<br /><br /><strong>Preconditions:</strong></p><ul><li>Stage URL Environment</li><li>Authorization Bearer {{Payments-Bearer-Token}}</li></ul><p><strong>API Endpoint:</strong><br />GET /provisioning/retrieve-sub-merchant?wellfitSubMerchantId={{wellfit-submerchant-id}}</p>","","","<p><strong>Expected Response:</strong></p><ul><li><strong>Status Code:</strong> 200 Created</li><li><strong>Response Body:</strong></li></ul><p>json</p><p><code>{   }</code></p>","PAY-604-API for Managing Merchant Transaction Limits","","PAY-604","Normal","Active","Passed","2024-10-25T22:07:44.314Z","<ul><li>Case 1: 200</li><li>Case 2: 132</li><li>Case 3: 360</li><li>Case 4: 523</li></ul>
<p>For each test case, send a GET request to the API endpoint with the max amount limit key-value is visible </p>","<p>Verify Amount Cases </p>
<p>Send API request</p>
<p>Verify the response status code is 200</p>
<p>Validate the response body contains expected max amount limit key value details</p>","","Case (text)","2024-10-25T22:06:58.372Z","Radhika Kandoori"
"12533","Validate data to be logged and reflected in Stage DB","","2024-10-23T17:47:53.264Z","Ana Paula","<p>Run Query within Stage SQL DB to confirm submerchant max transaction limit amount matching POST and GET API req &amp; res<br /><br /><strong>Preconditions:</strong></p><ul><li>DB Stage Environment Connection</li><li>DB Query <code>SELECT SM.TransactionLimit, SM.*</code><br /><code>FROM MerchantProvisioning.ProvisionedSubMerchants PSM</code><br /><code>INNER JOIN Payments.SubMerchants SM ON PSM.Id = SM.ProvisionedSubMerchantId</code><br /><code>WHERE Metadata LIKE '%100548820%'</code></li></ul>","","","<p><strong>Expected Response:</strong><br />Row with following data is matching API POST &amp; GET request<br /><code>TransactionLimit, Id, SubmMerchantName </code></p>","PAY-604-API for Managing Merchant Transaction Limits","","PAY-604","Normal","Active","Passed","2024-10-25T22:07:44.314Z","<p>replace value of WHERE Metadata LIKE '<u>%100050957%' </u>with TaxId value of step 2</p>","<p>Connect to Stage DB </p>
<p>Get ""TaxId"" from API response </p>
<p>Execute Query </p>
<p>Observe row results</p>","","Case (text)","2024-10-25T22:06:58.372Z","Radhika Kandoori"
"12519","Validate POST Update-123-234","","2024-10-23T16:15:30.148Z","Ana Paula","<p>Provide an API to update the transaction limit for a merchant in real-time.<br /><br /><strong>Preconditions:</strong></p><ul><li>Stage URL Environment</li><li>Authorization Bearer {{Payments-Bearer-Token}}</li></ul><p><strong>API Endpoint:</strong><br />POST <code>/provisioning/create-sub-merchant</code></p>","","","<p><strong>Expected Response:</strong></p><ul><li><strong>Status Code:</strong> 200 Created</li><li><strong>Response Body:</strong></li></ul><p>json</p><p><code>{   }</code></p>","PAY-604-API for Managing Merchant Transaction Limits","","PAY-604","Normal","Active","Passed","2024-10-25T22:07:44.314Z","<ul><li>Case 1: 200</li><li>Case 2: 132</li><li>Case 3: 360</li><li>Case 4: 523</li></ul>
<p>For each test case, send a POST request to the API endpoint with the max amount limit key-value is visible </p>
<p>Check that the response status code is <code>200 OK</code> for each test case.</p>","<p>Preparing Input Data</p>
<p>Send API  Requests</p>
<p>Verify the response status </p>
<p>Validate the response body contains expected max amount limit key value details</p>","","Case (text)","2024-10-25T22:06:58.372Z","Radhika Kandoori"
"12534","Validate ""Transaction Limit Amount"" data to be updated from Stage DB","","2024-10-23T17:48:54.621Z","Ana Paula","<p>Run Query within Stage SQL DB to update submerchant max transaction limit amount <br /><br /><strong>Preconditions:</strong></p><ul><li>DB Stage Environment Connection</li><li>DB Query <code>UPDATE Payments.SubMerchants</code><br /><code>SET TransactionLimit = 579.00</code><br /><code>WHERE Id = '{{SubMerchantId}}'</code></li></ul>","","","<p><strong>Expected Response:</strong><br />Row with following data is matching ran query.</p><p><br /><code>TransactionLimit, Id, SubmMerchantName </code></p>","PAY-604-API for Managing Merchant Transaction Limits","","PAY-604","Normal","Active","Passed","2024-10-25T22:07:44.314Z","","<p>Connect to Stage DB </p>
<p>Execute Query</p>
<p>Observe row results</p>","","Case (text)","2024-10-25T22:06:58.372Z","Radhika Kandoori"
"12520","Validate GET-234","","2024-10-23T16:15:44.357Z","Ana Paula","<p>Provide an API to read the transaction limit for a merchant in real-time, <u>updated from Stage DB.</u><br /><br /><strong>Preconditions:</strong></p><ul><li>Stage URL Environment</li><li>Authorization Bearer {{Payments-Bearer-Token}}</li><li>Executed TC: '<strong>Validate ""Transaction Limit Amount"" data to be updated from Stage DB'</strong></li></ul><p><strong>API Endpoint:</strong><br />GET /provisioning/retrieve-sub-merchant?wellfitSubMerchantId={{wellfit-submerchant-id}}</p>","","","<p><strong>Expected Response:</strong></p><ul><li><strong>Status Code:</strong> 200 Created</li><li><strong>Response Body:</strong></li></ul><p>json</p><p><code>{   }</code></p>","PAY-604-API for Managing Merchant Transaction Limits","","PAY-604","Normal","Active","Passed","2024-10-25T22:07:44.314Z","<ul><li>Case 1: 200</li><li>Case 2: 132</li><li>Case 3: 360</li><li>Case 4: 523</li></ul>
<p>For each test case, send a GET request to the API endpoint with the max amount limit key-value is visible </p>","<p>Verify Amount Cases </p>
<p>Send API request</p>
<p>Verify the response status code is 200</p>
<p>Validate the response body contains expected max amount limit key value details according to DB update.</p>","","Case (text)","2024-10-25T22:06:58.372Z","Radhika Kandoori"
"12577","Validate Max Transaction Amount Field in IQ Vantiv Portal","","2024-10-25T16:36:09.647Z","Ana Paula","<p>Validate Max Transaction Amount, Submerchant-Id, Submerchant Name, TaxId coincides with Postman request data.</p>","","","<p>Postman Request Body &amp; Response matches IQ Portal Submerchant described fields.</p>","PAY-604-API for Managing Merchant Transaction Limits","","PAY-604","Normal","Active","Passed","2024-10-25T22:07:44.314Z","<p>Radhika creds</p>
<p>Value given within the Postman request response, used also fot SQL Query</p>","<p>Login to IQ Portal</p>
<p>Go to PayFac Search Tab</p>
<p>Search Submerchant by TaxId </p>
<p>Validate Max Transaction Amount </p>","","Case (text)","2024-10-25T22:06:58.372Z","Radhika Kandoori"
"12521","POST Create-123: Verify Special Characters in Name or DBA Disallowed","","2024-10-23T16:17:02.992Z","Ana Paula","<p>The system should validate Legal Entity Name, DBA and Address fields during the merchant provisioning and update process to ensure data integrity.<br /> </p>","","","<p>AC1:  The system should not allow the use of the special characters (e.g., <code>!@#$%^&amp;*()</code>), in the ""Legal Entity Name"" or ""Doing Business As (DBA)"" fields.<br /><br />AC2: If the user attempts to enter special characters (e.g., <code>!@#$%^&amp;*()</code>),), the system should display an<strong> error message </strong>indicating that the characters are not allowed.</p>","PAY-614   Validate Merchant Provisioning Fields","","","Normal","Active","","","<ul><li>Case 1: <code>test!user</code></li><li>Case 2: <code>user@name</code></li><li>Case 3: <code>hello#world</code></li><li>Case 4: <code>api$key</code></li><li>Case 5: <code>value%check</code></li></ul>
<p>For each test case, send a POST request to the API endpoint with the special character string in the key value.</p>
<p>Check that the response status code is <code>400 Bad Request</code> for each test case.</p>
<p>Ensure that the response body contains an appropriate error message</p>
<p>Test with inputs containing only special characters (e.g., <code>!@#$%^&amp;*()</code>) to ensure proper error handling.</p>","<p>Preparing Input Data</p>
<p>Send API  Requests</p>
<p>Verify Response 400 Bad Request</p>
<p>Validate Error Message</p>
<p>Validate for Edge Cases</p>","","Case (text)","2024-10-23T20:04:46.072Z","Ana Paula"
"12539","POST Create-123: Verify PO Box in Address Disallowed","","2024-10-23T19:35:34.505Z","Ana Paula","<p>The system should validate Legal Entity Name, DBA and Address fields during the merchant provisioning and update process to ensure data integrity.</p>","","","<p>AC1: The system should validate the Address field to ensure a PO Box is not entered.<br /><br />AC2: If the user attempts to enter PO Box in the address, the system should display an error message indicating: ""PO Box address not allowed, a physical address is required.""</p>","PAY-614   Validate Merchant Provisioning Fields","","","Normal","Active","Passed","2024-10-31T22:54:44.994Z","<ul><li>Case 1: <code>PO Box 1234</code></li><li>Case 2: <code>P.O. Box 5678</code></li><li>Case 3: <code>PO BOX 91011</code></li><li>Case 4: <code>P.O. Box 12 Main St</code></li></ul>
<p>For each test case, send a POST request to the API endpoint with the PO Box address in the Address field.</p>
<p>Check that the response status code is <code>400 Bad Request</code> for each test case.</p>
<p>Ensure that the response body contains the error message:</p><ul><li>""PO Box address not allowed, a physical address is required.""</li></ul>
<p>Send a POST request with a valid physical address (e.g., <code>123 Main St</code>) to ensure the system accepts it without errors.</p>
<p>Verify that the response for the valid address has a status code of <code>200 OK</code> and does not contain any error messages.</p>","<p>Preparing Input Data</p>
<p>Send API Requests</p>
<p>Verify Response 400 Bad Request</p>
<p>Validate Error Message</p>
<p>Verify Valid Address</p>
<p>Verify No Error for Valid Input</p>","","Case (text)","2024-10-23T20:07:15.305Z","Ana Paula"
"12538","POST Update-234: Verify Special Characters in Name or DBA Disallowed","","2024-10-23T19:34:12.829Z","Ana Paula","<p>The system should validate Legal Entity Name, DBA and Address fields during the merchant provisioning and update process to ensure data integrity.<br /> </p>","","","<p>AC1:  The system should not allow the use of the special characters (e.g., <code>!@#$%^&amp;*()</code>), in the ""Legal Entity Name"" or ""Doing Business As (DBA)"" fields.<br /><br />AC2: If the user attempts to enter special characters (e.g., <code>!@#$%^&amp;*()</code>),), the system should display an<strong> error message </strong>indicating that the characters are not allowed.</p>","PAY-614   Validate Merchant Provisioning Fields","","","Normal","Active","Passed","2024-10-24T00:11:31.542Z","<ul><li>Case 1: <code>test!user</code></li><li>Case 2: <code>user@name</code></li><li>Case 3: <code>hello#world</code></li><li>Case 4: <code>api$key</code></li><li>Case 5: <code>value%check</code></li></ul>
<p>For each test case, send a POST request to the API endpoint with the special character string in the key value.</p>
<p>Check that the response status code is <code>400 Bad Request</code> for each test case.</p>
<p>Ensure that the response body contains an appropriate error message</p>
<p> Test with inputs containing only special characters (e.g., <code>!@#$%^&amp;*()</code>) to ensure proper error handling.</p>","<p>Preparing Input Data</p>
<p>Send API  Requests</p>
<p>Verify Response 400 Bad Request</p>
<p>Validate Error Message</p>
<p>Validate for Edge Cases</p>","","Case (text)","2024-10-23T20:04:40.647Z","Ana Paula"
"12537","POST Update-234: Verify PO Box in Address Disallowed for POST Update-234","","2024-10-23T19:33:11.280Z","Ana Paula","<p>The system should validate Legal Entity Name, DBA and Address fields during the merchant provisioning and update process to ensure data integrity.</p>","","","<p>AC1: The system should validate the Address field to ensure a PO Box is not entered.<br /><br />AC2: If the user attempts to enter PO Box in the address, the system should display an error message indicating: ""PO Box address not allowed, a physical address is required.""</p>","PAY-614   Validate Merchant Provisioning Fields","","","Normal","Active","Passed","2024-10-31T22:54:50.168Z","","","","Case (text)","2024-10-23T19:36:44.762Z","Ana Paula"
"12523","Verify that, /payments/query/get-transaction-details api  is able to get all transcations when passing submerchantid and orderid","","2024-10-23T17:22:40.202Z","Radhika Kandoori","","","","","PAY-581-Resend Transaction Details Upon Client Request","","PAY-581","Normal","Active","Passed","2024-10-25T22:04:18.826Z","","","","Case (text)","2024-10-24T21:08:35.296Z","Radhika Kandoori"
"12524","Verify that, /payments/query/get-transaction-details API  is able to get specific  transcations when passing submerchantid and orderid, transactionid","","2024-10-23T17:30:47.558Z","Radhika Kandoori","","","","","PAY-581-Resend Transaction Details Upon Client Request","","PAY-581","Normal","Active","Passed","2024-10-25T22:04:18.826Z","","","","Case (text)","2024-10-24T21:08:55.588Z","Radhika Kandoori"
"12525","Verify that, /payments/query/get-transaction-details is able to get all transcations when passing fromdate with mandatory parameters","","2024-10-23T17:31:21.555Z","Radhika Kandoori","","","","","PAY-581-Resend Transaction Details Upon Client Request","","PAY-581","Normal","Active","Passed","2024-10-25T22:04:18.826Z","","","","Case (text)","2024-10-24T21:09:21.006Z","Radhika Kandoori"
"12526","Verify that, /payments/query/get-transaction-details api is able to get all transcations when passing fromdate and todate along with all other mandatory parameters","","2024-10-23T17:31:42.943Z","Radhika Kandoori","","","","","PAY-581-Resend Transaction Details Upon Client Request","","PAY-581","Normal","Active","Passed","2024-10-25T22:04:18.826Z","","","","Case (text)","2024-10-24T21:09:38.941Z","Radhika Kandoori"
"12527","Verify that, for /payments/query/get-transaction-details api submerchantid and orderid are mandatory fields","","2024-10-23T17:32:52.326Z","Radhika Kandoori","","","","","PAY-581-Resend Transaction Details Upon Client Request","","PAY-581","Normal","Active","Passed","2024-10-25T22:04:18.826Z","","","","Case (text)","2024-10-24T21:10:05.361Z","Radhika Kandoori"
"12528","Verify that,  /payments/query/get-transaction-details api  able to get response message and responsecode  on response","","2024-10-23T17:33:31.678Z","Radhika Kandoori","","","","","PAY-581-Resend Transaction Details Upon Client Request","","PAY-581","Normal","Active","Passed","2024-10-25T22:04:18.826Z","","","","Case (text)","2024-10-24T21:31:22.278Z","Radhika Kandoori"
"12529","Verify that, .payments/quesry/get-trasaction-details is able to return fundingdetails under payment details of each transaction if it's funded","","2024-10-23T17:36:10.503Z","Radhika Kandoori","","","","","PAY-581-Resend Transaction Details Upon Client Request","","PAY-581","Normal","Active","Passed","2024-10-25T22:04:18.826Z","","","","Case (text)","2024-10-24T21:31:37.719Z","Radhika Kandoori"
"12530","Verify that, /payments/query/get-transaction-details is able to return refunds under payment details of each transaction if that transaction has refunds","","2024-10-23T17:37:01.182Z","Radhika Kandoori","","","","","PAY-581-Resend Transaction Details Upon Client Request","","PAY-581","Normal","Active","Passed","2024-10-25T22:04:18.826Z","","","","Case (text)","2024-10-24T21:32:47.998Z","Radhika Kandoori"
"12531","Verify that /payments/query/get-transaction-details is able to get appropriate response when orderid is not found","","2024-10-23T17:39:22.152Z","Radhika Kandoori","","","","","PAY-581-Resend Transaction Details Upon Client Request","","PAY-581","Normal","Active","Passed","2024-10-25T22:04:18.826Z","","","","Case (text)","2024-10-24T21:32:05.723Z","Radhika Kandoori"
"12532","Verify that, If an error occurs during the request, the system should provide an appropriate error message","","2024-10-23T17:39:44.166Z","Radhika Kandoori","","","","","PAY-581-Resend Transaction Details Upon Client Request","","PAY-581","Normal","Active","Passed","2024-10-25T22:04:18.826Z","","","","Case (text)","2024-10-23T17:39:58.515Z","Radhika Kandoori"
"12560","Verify that, /payments/query/get-transaction-details api is able to return CNP and CP transactions in the response","","2024-10-24T23:12:45.040Z","Radhika Kandoori","","","","","PAY-581-Resend Transaction Details Upon Client Request","","PAY-581","Normal","Active","Passed","2024-10-25T22:04:18.826Z","","","","Case (text)","2024-10-24T23:13:35.563Z","Radhika Kandoori"
"12561","Verify that, /payments/query/get-transaction-details api is able to request with CNP and CP orderid and transactionid","","2024-10-24T23:14:14.115Z","Radhika Kandoori","","","","","PAY-581-Resend Transaction Details Upon Client Request","","PAY-581","Normal","Active","Passed","2024-10-25T22:04:18.826Z","","","","Case (text)","2024-10-25T22:04:40.073Z","Radhika Kandoori"
"12562","Verify that, /payments/query/get-transaction-details is able to return voids under payment details of each transaction if that transaction has void","","2024-10-24T23:19:39.957Z","Radhika Kandoori","","","","","PAY-581-Resend Transaction Details Upon Client Request","","PAY-581","Normal","Active","Passed","2024-10-25T22:04:18.826Z","","","","Case (text)","2024-10-24T23:19:49.184Z","Radhika Kandoori"
"12679","Verify ""PaymentTypeMethod"" indicator must be added to differentiate between Card-Not-Present (CNP) payment methods such as Apple Pay, Google Pay, and Stored Card Token.","","2024-10-31T21:07:05.566Z","Ana Paula","<p>SQL Query</p><p>SELECT<br />p.Id,<br />p.Amount,<br />p.PaymentType,<br />p.PaymentTypeMethod,<br />p.OrderId,<br />p.TransactionId,<br />p.ResponseCode,<br />p.ResponseMessage,<br />p.Token<br />FR0M Payments.Payments p JOIN Payments.SubMerchantAccounts sma ON p.SubMerchantAccountId = sma.Id </p><p>ORDER BY p.[TimeStamp] DESC</p>","","","<p>See SQL DB row with all fields,<br />Payment Type = Text value<br />Payment TypeMethod = Interger value</p>","PAY-742 Implement PaymentTypeMethod Indicator for CNP","","","Normal","Active","Passed","2024-10-31T23:31:02.898Z","","<p>Execute Query</p>","","Case (text)","2024-10-31T22:14:53.120Z","Ana Paula"
"12680","Verify ""PaymentTypeMethod"" must be captured and correctly recorded for each CNP transaction in the Payments API.","","2024-10-31T21:07:25.123Z","Ana Paula","<p><code>Case 0 - Default value, assigned to eCheck</code><br /><code>Case 1 - CNP page-encrypted card entry</code> (CardEntry)<br /><code>Case 2 - CNP token</code> (Token)<br /><code>Case 3 - Apple Pay</code>(ApplePay)<br /><code>Case 4 - Google Pay</code>(GooglePay) / (androidpay)<br /><code>Case 5 - CP device</code> (CardEntry)<br /><br />Execute API within wellfit_cnp collection<br />POST {{base-url}}/credit-card/process-card</p><p>{</p><p>""subMerchantId"": ""<i>{{submerchant-id-wp}}</i>"",</p><p>""payPageRegistrationId"": ""<i>{{paypage-registration-id}}</i>"",</p><p>""expirationDate"": ""1227"",</p><p>""cvv"": ""<i>{{cvv}}</i>"",</p><p>""zipCode"": ""12345"",</p><p>""amount"": ""12.34"",</p><p>""orderId"": ""<i>{{random-order-id}}</i>"",</p><p>""orderIdType"": ""PM Script"",</p><p>""source"": ""PM"",</p><p>""metadata"": ""{'stuff':'from pm 1527'}""</p><p>}</p>","","","","PAY-742 Implement PaymentTypeMethod Indicator for CNP","","","Normal","Active","Passed","2024-10-31T23:36:53.815Z","","<p>Execute POST API, changing cases in ""source"" value</p>
<p>Execute SQL query</p>
<p>Confirm Row values matching testing case and ""PaymentType"" / ""PaymentTypeMethod"" columns</p>","","Case (text)","2024-10-31T22:39:28.860Z","Ana Paula"
"12681","Verify ""PayPageUsed"" field from the database and Payments API code is removed, ensuring it is no longer referenced or used in any part of the system.","","2024-10-31T21:08:09.940Z","Ana Paula","","","","","PAY-742 Implement PaymentTypeMethod Indicator for CNP","","","Normal","Active","Passed","2024-10-31T23:10:22.648Z","","<p>Check DB ""PayPageUsed"" not present</p>","","Case (text)","2024-10-31T22:42:16.305Z","Ana Paula"
"12682","Verify non-nullable integer field ""PaymentTypeMethod"" added to the database, which will store the value of the new PaymentMethodType enum (ProcessCardRequest.Source) in the Payments API.","","2024-10-31T21:09:17.283Z","Ana Paula","","","","","PAY-742 Implement PaymentTypeMethod Indicator for CNP","","","Normal","Active","Passed","2024-10-31T23:44:19.793Z","","","","Case (text)","2024-10-31T22:43:46.240Z","Ana Paula"
"12683","Verify Payments API functionality is tested, with no regression issues after these changes are implemented.","","2024-10-31T21:09:46.866Z","Ana Paula","<p>From Payments API eCommerce Collection, Execute Regression</p>","","","<p>All APIs working fine 200 ok</p>","PAY-742 Implement PaymentTypeMethod Indicator for CNP","","","Normal","Active","Passed","2024-10-31T23:48:08.992Z","<p>Status 200 OK</p>
<p>Status 200 OK</p>
<p>Status 200 OK</p>","<p>Execute Payments / Authenticate_Payment API</p>
<p>Execute Payments / Process Credit card-2/3/22 API </p>
<p>Execute Payments /  Refund Transaction API</p>","","Case (text)","2024-10-31T22:46:06.328Z","Ana Paula"
"12684","Verify upstream application consumers continue to receive Payments API responses and that their functionality remains unaffected by the changes.","","2024-10-31T21:10:13.633Z","Ana Paula","<p>Make sure that the changes made to the Payments API do not negatively impact any dependent systems.<br /><br />Scenario #1: Provider Portal Stage<br /><a href=""https://stage-platform-providers.wellfit.com/"">https://stage-platform-providers.wellfit.com/</a><br /><br />1.1 Test Apple Pay<br />1.2 Test Google Pay<br />1.3 Test DB Confirmation</p><p><br />Scenario #2: Purchase Portal Stage<br /><a href=""https://stage.smilegenerationdentalplan.com/"">https://stage.smilegenerationdentalplan.com</a><br /><br />1.1 Apple Pay<br />1.2 Google Pay<br />1.3 DB Confirmation</p>","","","","PAY-742 Implement PaymentTypeMethod Indicator for CNP","","","Normal","Active","Passed","2024-11-01T17:08:47.863Z","","<p>Provider Portal Stage - Apple Pay Payment</p>
<p>Provider Portal Stage - Google Pay Payment</p>
<p>Confirm DB payments valid columns</p>
<p> Purchase Portal Stage - Apple Pay Payment</p>
<p> Purchase Portal Stage - Google Pay Payment</p>
<p>Confirm DB payments valid columns</p>","","Case (text)","2024-11-01T15:40:13.710Z","Ana Paula"
"12686","Verify that, http://stage-wf-merchantprovisioning-api.azurewebsites.net/system/health API is added for Merchant Provisioning","","2024-10-31T22:18:43.027Z","Radhika Kandoori","","","","","PAY-786-Add Database Status, and Provisioner Status in Merchant Provisioning Health Check Response","","PAY-786","Normal","Active","Passed","2024-10-31T23:15:46.180Z","","","","Case (text)","2024-10-31T22:27:24.189Z","Radhika Kandoori"
"12687","Verify that, /system/health API returns Worldpay Core Status","","2024-10-31T22:19:47.946Z","Radhika Kandoori","","","","","PAY-786-Add Database Status, and Provisioner Status in Merchant Provisioning Health Check Response","","PAY-786","Normal","Active","Passed","2024-10-31T23:15:46.180Z","","","","Case (text)","2024-10-31T22:27:24.189Z","Radhika Kandoori"
"12688","Verify that, /system/health API returns Chase Status","","2024-10-31T22:20:00.687Z","Radhika Kandoori","","","","","PAY-786-Add Database Status, and Provisioner Status in Merchant Provisioning Health Check Response","","PAY-786","Normal","Active","Passed","2024-10-31T23:15:46.180Z","","","","Case (text)","2024-10-31T22:27:24.189Z","Radhika Kandoori"
"12689","Verify that, /system/health API returns DataCap Status","","2024-10-31T22:20:23.604Z","Radhika Kandoori","","","","","PAY-786-Add Database Status, and Provisioner Status in Merchant Provisioning Health Check Response","","PAY-786","Normal","Active","Passed","2024-10-31T23:15:46.180Z","","","","Case (text)","2024-10-31T22:27:24.189Z","Radhika Kandoori"
"12690","Verify that, /system/health API returns Vantive ECommerce Status","","2024-10-31T22:20:45.944Z","Radhika Kandoori","","","","","PAY-786-Add Database Status, and Provisioner Status in Merchant Provisioning Health Check Response","","PAY-786","Normal","Active","Passed","2024-10-31T23:15:46.180Z","","","","Case (text)","2024-10-31T22:27:24.189Z","Radhika Kandoori"
"12691","Verify that, /system/health API returns status as ""Unhealthy"" when any worldpay/chase/datacap/vantiv is offline","","2024-10-31T22:23:14.137Z","Radhika Kandoori","","","","","PAY-786-Add Database Status, and Provisioner Status in Merchant Provisioning Health Check Response","","PAY-786","Normal","Active","Passed","2024-10-31T23:15:46.180Z","","","","Case (text)","2024-10-31T22:27:24.189Z","Radhika Kandoori"
"12692","Verify that. /system/health API returns these response fields","","2024-10-31T22:26:09.068Z","Radhika Kandoori","<p><a href=""http://stage-wf-merchantprovisioning-api.azurewebsites.net//system/health"">http://stage-wf-merchantprovisioning-api.azurewebsites.net//system/health</a> returns</p><p>{</p><p>            ""Status"": ""Healthy"",</p><p>            ""Data"": {},</p><p>            ""Name"": ""Chase Status"",</p><p>            ""Duration"": ""00:00:00.758"",</p><p>            ""Exception"": <strong>null</strong>,</p><p>            ""Description"": ""Service is running since 10/31/2024 12:23:22 AM. Total Failures: 0""</p><p>        },</p>","","","","PAY-786-Add Database Status, and Provisioner Status in Merchant Provisioning Health Check Response","","PAY-786","Normal","Active","Passed","2024-10-31T23:15:46.180Z","","","","Case (text)","2024-10-31T22:27:24.189Z","Radhika Kandoori"
"12693","Use attached document for testing purpose","","2024-11-01T02:48:47.880Z","Radhika Kandoori","","","","","PAY-456-Payments - Treasury Services API for Worldpay","","PAY-456","Normal","Active","Passed","2024-11-26T20:22:31.736Z","","","","Case (text)","2024-11-26T20:21:55.046Z","Radhika Kandoori"
"13171","Verify that funding not happens on bank holidays","","2024-11-26T20:02:33.952Z","Radhika Kandoori","","","","","PAY-456-Payments - Treasury Services API for Worldpay","","PAY-456","Normal","Active","Passed","2024-11-26T20:22:31.736Z","","","","Case (text)","2024-11-26T20:21:55.046Z","Radhika Kandoori"
"13172","Verify that all files can be processed when the EDW process runs, even when multiple NSS (CNP) files are present.","","2024-11-26T20:03:25.340Z","Radhika Kandoori","","","","","PAY-456-Payments - Treasury Services API for Worldpay","","PAY-456","Normal","Active","Passed","2024-11-26T20:22:31.736Z","","","","Case (text)","2024-11-26T20:21:55.046Z","Radhika Kandoori"
"13174","Ensure that all files can be processed when the EDW process runs, even if any NSS (CNP) file from the previous day is empty.","","2024-11-26T20:13:34.885Z","Radhika Kandoori","","","","","PAY-456-Payments - Treasury Services API for Worldpay","","PAY-456","Normal","Active","Passed","2024-11-26T20:22:31.736Z","","","","Case (text)","2024-11-26T20:21:55.046Z","Radhika Kandoori"
